UserID,No_of_days_Visited_7_Days,No_Of_Products_Viewed_15_Days,User_Vintage,Most_Viewed_product_15_Days,Most_Active_OS,Recently_Viewed_Product,Pageloads_last_7_days,Clicks_last_7_days
U100548,0,2,1256.0,PR100998,Windows,PR100724,0,0
U100549,3,3,1189.0,PR100871,Andriod,PR101293,3,0
U100550,6,11,2223.0,,Andriod,PR100400,5,0
U100552,0,0,1277.0,PR100180,Linux,PR100743,0,0
U100553,8,4,2367.0,PR101923,Windows,PR101923,2,4
U100554,4,3,1218.0,PR100962,Andriod,PR100134,3,1
U100555,3,4,1347.0,PR100723,Andriod,PR101039,1,0
U100556,7,1,1253.0,PR100972,Andriod,PR100972,0,6
U100558,18,5,1262.0,PR101575,Windows,PR107055,4,13
U100559,2,2,1752.0,PR100417,Windows,,0,1
U100560,2,2,1432.0,PR101735,Windows,PR100471,2,0
U100561,42,8,1383.0,PR100166,Windows,PR100390,17,23
U100562,6,4,1219.0,,Andriod,PR100994,3,2
U100564,2,1,3389.0,PR100206,Windows,PR100017,1,1
U100565,0,1,2404.0,PR100510,Mac OS X,PR102204,0,0
U100566,27,15,1199.0,PR100901,Windows,PR100012,9,18
U100567,0,0,1290.0,PR100166,Windows,PR100123,0,0
U100570,34,20,1711.0,PR100291,Windows,PR100133,19,8
U100571,1,3,1277.0,PR100962,Andriod,PR100996,1,0
U100572,1,2,1348.0,PR100258,Windows,PR100121,0,0
U100573,9,3,1734.0,PR100050,Windows,PR100050,3,6
U100575,11,10,1471.0,PR100145,Mac OS X,PR101406,5,5
U100576,0,0,2213.0,PR100173,Windows,PR100636,0,0
U100577,0,0,1243.0,PR101123,Andriod,,0,0
U100578,10,12,1569.0,PR100400,Andriod,PR100631,3,3
U100579,6,4,2172.0,,Windows,PR100276,5,1
U100580,0,1,1229.0,PR100513,Windows,PR101608,0,0
U100582,0,0,1517.0,PR100017,Windows,PR100912,0,0
U100583,59,21,1626.0,PR101061,Andriod,PR100095,14,37
U100584,0,0,1250.0,PR100145,Windows,PR100309,0,0
U100586,0,1,1211.0,,Windows,PR101814,0,0
U100587,10,11,1791.0,,Mac OS X,PR102149,4,5
U100588,6,23,2026.0,PR100287,Andriod,PR109828,2,4
U100592,43,22,2135.0,PR100450,Windows,PR100051,11,25
U100593,29,13,2229.0,PR100166,Ubuntu,PR100166,13,10
U100594,0,0,1264.0,PR100166,Windows,PR100017,0,0
U100595,1372,47,1979.0,PR101367,Windows,PR101042,177,1034
U100596,3,3,1985.0,PR100003,Windows,PR100048,1,1
U100597,2,1,1204.0,PR100697,Windows,PR100359,0,2
U100599,3,2,1178.0,PR100560,Windows,PR100184,2,1
U100600,0,0,1195.0,PR100619,Windows,PR100673,0,0
U100602,1,3,1215.0,PR100471,Windows,PR100619,0,1
U100603,9,11,2280.0,PR101035,Windows,PR101744,5,2
U100606,4,2,2008.0,PR101369,Mac OS X,,2,1
U100608,6,4,1585.0,PR100341,Andriod,PR100200,4,2
U100609,0,2,1692.0,PR100263,Windows,PR100279,0,0
U100611,0,2,1829.0,PR100138,Linux,,0,0
U100612,0,2,1328.0,PR100275,Andriod,PR100403,0,0
U100613,0,5,1185.0,PR100942,Andriod,PR100910,0,0
U100614,2,2,1381.0,,Windows,PR100739,0,1
U100615,0,0,1433.0,PR100145,Linux,PR100086,0,0
U100616,0,1,1300.0,PR100241,Windows,PR100788,0,0
U100617,90,36,1866.0,PR100192,Windows,PR100551,31,52
U100618,645,51,1370.0,PR101367,Windows,PR101042,87,467
U100619,4,3,1187.0,PR100667,Windows,PR100017,2,0
U100620,2660,68,1560.0,PR101367,Windows,PR102149,346,1970
U100621,0,0,2230.0,PR100494,Windows,PR100202,0,0
U100622,3,25,2287.0,PR100123,Windows,PR100200,3,0
U100623,3,1,1203.0,PR100200,Windows,PR100390,1,2
U100625,4,2,1200.0,PR100470,Andriod,PR100735,2,0
U100627,95,20,1473.0,PR101470,Windows,PR100037,42,41
U100629,10,10,1383.0,PR100557,Andriod,PR101440,4,5
U100630,8,8,2227.0,PR100470,Andriod,PR102072,4,3
U100633,0,2,1177.0,PR100080,Windows,PR100080,0,0
U100636,0,0,1438.0,,Windows,PR101221,0,0
U100639,75,9,1439.0,PR100390,Windows,PR100390,27,40
U100641,1,1,1495.0,PR100102,Windows,PR101029,1,0
U100642,4,3,3025.0,PR100044,Windows,PR100432,3,1
U100644,2,1,1238.0,PR100113,Windows,PR100102,2,0
U100645,4,5,1201.0,PR100612,Andriod,PR100978,2,2
U100648,1,1,2368.0,PR101275,Windows,PR100102,0,1
U100649,4,2,1314.0,PR100106,Andriod,PR100106,3,1
U100650,4,3,1244.0,PR100819,Windows,PR100051,3,1
U100651,0,0,1176.0,PR100612,Andriod,PR100258,0,0
U100652,2,2,1500.0,PR100224,Windows,PR100630,1,0
U100654,29,8,1235.0,PR100223,Windows,PR100223,5,21
U100655,31,6,1306.0,PR100390,Windows,PR100390,14,14
U100656,5,6,1211.0,PR100044,Windows,PR100833,3,1
U100657,15,15,1686.0,PR100279,Windows,PR101121,5,9
U100658,3,3,1361.0,PR100025,Andriod,PR100056,2,1
U100659,12,10,1185.0,,Andriod,PR100025,8,2
U100660,0,0,3389.0,PR101035,Andriod,PR100901,0,0
U100662,3,5,1179.0,PR100321,Windows,PR101042,1,0
U100663,15,14,1244.0,PR100166,Windows,PR100070,4,7
U100664,19,8,1479.0,,Andriod,PR100087,4,8
U100665,110,20,1399.0,PR100166,Windows,,34,59
U100666,25,16,1465.0,,Windows,PR100686,3,18
U100672,19,22,1916.0,PR100390,Windows,PR103004,3,11
U100673,0,2,1615.0,PR100664,Windows,PR100333,0,0
U100674,26,11,2030.0,PR100017,Windows,PR100102,13,11
U100675,10,4,1261.0,PR100062,Andriod,PR100017,5,5
U100676,0,0,1443.0,PR100102,Andriod,PR100872,0,0
U100678,0,2,1204.0,PR100095,Windows,PR100095,0,0
U100679,0,3,1629.0,PR100510,Windows,PR100510,0,0
U100680,12,8,1249.0,PR100187,Windows,PR100354,7,5
U100681,43,16,1282.0,PR100123,Windows,PR100062,14,25
U100682,3,1,1183.0,PR100470,Andriod,PR100470,3,0
U100683,2,2,1629.0,PR100396,Andriod,,2,0
U100684,10,7,1958.0,PR100390,Windows,PR100166,2,4
U100685,0,0,1223.0,PR100152,Windows,PR100003,0,0
U100686,2,9,2213.0,PR100083,Windows,PR100102,0,0
U100687,10,4,1315.0,PR100776,Windows,PR100850,2,6
U100688,0,5,1327.0,PR103545,Andriod,PR100910,0,0
U100689,150,22,1806.0,PR101367,Windows,PR101042,28,97
U100690,0,0,1245.0,PR100743,Windows,PR100161,0,0
U100693,582,21,2180.0,PR101367,Mac OS X,PR101042,68,436
U100696,3,1,1250.0,PR100041,Windows,PR100135,2,1
U100697,35,7,1268.0,PR100548,Windows,PR100885,1,31
U100698,10,5,1718.0,PR104056,Andriod,PR102005,5,4
U100699,3,3,1181.0,PR100134,Windows,PR101181,2,1
U100700,0,3,3363.0,PR100390,Windows,PR100017,0,0
U100701,0,0,1194.0,,Windows,PR100487,0,0
U100702,0,2,1228.0,PR100047,Windows,PR100121,0,0
U100704,0,6,1539.0,PR100591,Windows,PR100591,0,0
U100705,0,0,1344.0,PR100506,Andriod,PR100003,0,0
U100707,21,8,1352.0,,Windows,PR100268,12,8
U100709,1,2,2165.0,PR100975,Andriod,PR100200,1,0
U100710,0,5,1985.0,PR100144,Windows,PR101602,0,0
U100711,25,9,1645.0,PR100390,Mac OS X,PR100390,7,11
U100713,0,0,2011.0,PR100017,Windows,PR100321,0,0
U100714,7,6,1510.0,PR100017,Andriod,PR102262,2,3
U100715,0,7,2234.0,PR100866,Windows,PR100017,0,0
U100716,49,18,1580.0,PR100017,Windows,PR100390,11,33
U100717,3,3,1554.0,PR100017,Andriod,,1,2
U100718,2,1,1207.0,PR100578,Andriod,PR100578,0,0
U100720,1,11,1870.0,PR100028,Windows,PR100017,0,1
U100721,1,4,1203.0,PR100683,Windows,PR100629,1,0
U100722,4,2,1180.0,PR100298,Windows,PR101624,4,0
U100723,0,0,1222.0,PR100070,Windows,PR100086,0,0
U100724,15,3,1178.0,PR100187,Windows,PR100184,4,10
U100725,2,5,1611.0,PR100618,Andriod,PR100920,2,0
U100726,18,7,2327.0,PR100017,Windows,PR100017,3,11
U100728,0,38,1238.0,PR100390,Windows,PR100390,0,0
U100730,3,4,3053.0,PR102072,Andriod,PR100920,1,0
U100731,2,2,1327.0,PR100134,Windows,PR100170,2,0
U100732,0,1,1718.0,PR101470,Windows,,0,0
U100734,8,12,1209.0,PR100325,Windows,PR100760,6,0
U100735,3,12,1532.0,PR102994,Windows,PR100250,2,1
U100736,122,40,1372.0,PR100072,Windows,PR100200,13,99
U100738,0,1,1175.0,PR100166,Andriod,PR100166,0,0
U100739,0,3,1839.0,PR102441,Andriod,PR100126,0,0
U100741,0,0,1818.0,PR100014,Windows,PR100017,0,0
U100742,5,4,1674.0,,Windows,PR100865,3,2
U100743,1,6,1229.0,PR100225,Windows,PR100341,1,0
U100744,4,3,1183.0,PR100017,Windows,PR100166,1,2
U100745,62,25,1305.0,PR100807,Windows,PR100807,15,45
U100746,1,1,1209.0,PR100275,Andriod,PR100017,1,0
U100747,0,1,2629.0,,Windows,PR100017,0,0
U100748,12,6,1417.0,PR101941,Windows,PR100102,12,0
U100749,1,1,1703.0,PR100102,Andriod,PR100200,1,0
U100750,27,8,1336.0,PR100390,Windows,,8,17
U100751,3,8,1391.0,PR100390,Windows,PR100558,2,1
U100754,48,15,1774.0,PR100390,Windows,PR100072,8,33
U100755,17,7,2707.0,PR100166,Windows,PR100166,6,8
U100757,0,0,1447.0,PR100369,Windows,PR100325,0,0
U100758,9,3,1292.0,PR100339,Windows,PR100102,1,5
U100759,4,3,1455.0,,Windows,PR100085,2,1
U100760,0,0,1321.0,PR101191,Ios,,0,0
U100761,0,1,1230.0,PR100013,Windows,PR100219,0,0
U100762,952,30,1346.0,PR101367,Windows,PR101042,59,747
U100763,0,2,1176.0,PR100408,Windows,PR100870,0,0
U100764,6,7,1313.0,PR100417,Windows,PR101554,3,3
U100766,109,61,2361.0,,Windows,PR100446,28,68
U100767,94,32,2179.0,PR100244,Windows,,20,63
U100768,2,1,2333.0,PR100975,Windows,PR100102,1,0
U100769,1,1,1483.0,PR101325,Windows,PR100527,1,0
U100770,2,7,1181.0,PR100017,Windows,PR100056,1,1
U100771,0,2,2297.0,PR102071,Windows,PR100069,0,0
U100772,2,2,1391.0,PR100017,Andriod,PR100486,2,0
U100773,32,12,1494.0,PR100390,Windows,PR100390,12,15
U100774,1,1,2530.0,PR100072,Andriod,PR100070,0,1
U100776,10,5,2919.0,PR100266,Windows,PR100222,5,4
U100777,47,9,2767.0,PR102290,Windows,PR100701,12,30
U100780,0,2,1280.0,PR100152,Windows,PR100276,0,0
U100781,3,2,1416.0,PR100515,Windows,,3,0
U100783,0,0,1485.0,PR101075,Windows,PR100792,0,0
U100784,5,7,2215.0,PR100401,Andriod,PR100401,3,1
U100785,25,16,1494.0,,Windows,PR100051,15,9
U100786,0,4,1316.0,PR100166,Windows,PR100166,0,0
U100787,15,10,3113.0,PR100121,Windows,,3,10
U100788,5,6,1996.0,PR100012,Windows,PR100012,2,3
U100789,16,14,1467.0,PR101882,Andriod,PR101882,9,4
U100790,21,8,2562.0,PR100390,Windows,PR100123,9,9
U100791,241,32,1531.0,PR100102,Windows,PR100102,44,159
U100792,8,9,1409.0,PR100176,Andriod,PR100266,3,3
U100794,17,8,1568.0,PR100466,Windows,PR100466,3,10
U100795,7,5,1358.0,PR101042,Andriod,PR101042,1,6
U100796,64,40,1325.0,PR100390,Windows,PR100166,28,30
U100797,551,28,2061.0,PR101042,Windows,PR101042,49,425
U100798,1,8,1191.0,PR100390,Windows,PR101965,0,1
U100799,570,52,1464.0,PR100051,Windows,,147,342
U100800,1,1,1645.0,PR101026,Andriod,PR100428,0,1
U100801,19,5,1196.0,PR100051,Windows,PR100051,6,10
U100802,0,0,1209.0,PR100017,Windows,,0,0
U100803,0,0,2324.0,PR100502,Windows,PR100502,0,0
U100804,0,0,1475.0,PR100060,Windows,PR100498,0,0
U100806,0,0,2351.0,,Windows,PR100051,0,0
U100807,0,0,1328.0,PR100137,Windows,PR100102,0,0
U100808,0,2,1493.0,,Andriod,PR100801,0,0
U100809,1,1,1247.0,PR100578,Windows,PR100679,0,1
U100810,3,2,1359.0,PR100102,Andriod,PR104494,2,1
U100812,1,1,1361.0,PR100773,Windows,PR100128,0,1
U100813,40,23,2233.0,PR100219,Andriod,PR100072,15,20
U100814,3,3,2503.0,PR100234,Windows,PR100146,0,3
U100815,2,5,1221.0,PR100359,Windows,PR100390,1,0
U100816,9,3,1751.0,PR100051,Andriod,PR100166,1,6
U100817,0,4,1187.0,,Windows,PR100209,0,0
U100818,52,12,1593.0,PR100258,Windows,PR100420,2,40
U100819,8,4,1976.0,PR100172,Andriod,PR100172,7,0
U100820,4,6,3389.0,PR101925,Windows,,2,2
U100822,0,0,1859.0,,Windows,PR100017,0,0
U100823,21,37,2227.0,,Andriod,PR100811,13,4
U100824,2,1,1973.0,PR100234,Windows,PR101013,1,1
U100825,0,0,1185.0,PR100219,Mac OS X,PR100433,0,0
U100826,455,48,3334.0,PR100446,Windows,PR100578,17,357
U100827,11,8,1927.0,PR100282,Windows,PR100895,3,6
U100828,110,45,1347.0,PR100390,Windows,PR100390,45,51
U100829,0,0,3221.0,PR100036,Mac OS X,PR100017,0,0
U100830,0,1,1405.0,PR101011,Windows,PR100200,0,0
U100832,3,5,2136.0,PR100417,Mac OS X,PR100417,3,0
U100833,0,0,2046.0,PR100073,Windows,PR100102,0,0
U100834,3,2,1418.0,PR100070,Windows,PR100134,0,3
U100835,16,6,2235.0,PR100102,Linux,PR100773,0,13
U100836,23,4,1992.0,,Windows,PR100266,2,21
U100837,2,1,1797.0,PR100089,Andriod,PR100739,1,1
U100838,10,5,1259.0,PR100071,Windows,,6,4
U100839,3,2,2302.0,,Andriod,PR100758,2,1
U100840,21,23,1656.0,PR101529,Andriod,PR101255,17,1
U100842,0,0,1780.0,PR100870,Windows,PR100870,0,0
U100843,0,0,1201.0,PR101207,Windows,PR100621,0,0
U100844,3,2,1349.0,PR100086,Windows,PR100219,1,1
U100845,20,8,1292.0,PR100390,Windows,PR100166,6,12
U100846,4,3,1583.0,PR100492,Windows,PR101472,1,2
U100848,0,1,1388.0,PR100453,Windows,,0,0
U100849,10,6,1599.0,PR100614,Windows,PR100591,3,6
U100853,0,0,1283.0,PR100363,Windows,PR100017,0,0
U100855,1,1,2190.0,PR100561,Andriod,PR100561,1,0
U100856,2,1,1650.0,PR100017,Windows,PR100017,2,0
U100857,0,1,1185.0,PR100086,Windows,,0,0
U100858,5,3,2038.0,PR100864,Windows,PR100864,4,0
U100859,33,14,1240.0,PR100166,Windows,PR100390,15,13
U100860,0,4,1428.0,PR102553,Mac OS X,PR100390,0,0
U100861,1,10,1488.0,PR100106,Windows,PR100117,1,0
U100862,29,13,1840.0,PR100177,Windows,PR100248,2,25
U100864,0,0,1221.0,PR101013,Windows,PR100074,0,0
U100865,23,12,1202.0,PR100753,Windows,PR100241,7,9
U100866,0,2,1194.0,PR100258,Andriod,PR100739,0,0
U100867,1,1,1293.0,PR100051,Windows,PR100152,0,0
U100870,1,1,1916.0,PR100234,Andriod,PR100371,1,0
U100872,0,0,1434.0,PR100017,Windows,PR100060,0,0
U100874,22,16,1298.0,PR100003,Windows,PR100328,2,17
U100876,29,5,1191.0,PR100178,Mac OS X,PR100453,3,23
U100877,1,1,1190.0,PR100771,Andriod,PR100771,0,0
U100878,0,0,1262.0,PR101624,Windows,PR100145,0,0
U100879,0,0,1235.0,PR100636,Andriod,PR100017,0,0
U100880,2,1,1627.0,PR100281,Andriod,PR100313,1,0
U100881,924,76,2236.0,PR101367,Windows,PR101042,299,499
U100882,3,4,1188.0,PR100316,Andriod,PR100050,3,0
U100885,118,56,1652.0,,Windows,PR100633,56,49
U100886,77,23,1549.0,PR100988,Windows,PR100102,21,44
U100887,1,1,1225.0,PR102012,Andriod,PR100281,1,0
U100889,48,6,1396.0,PR100167,Windows,PR100587,0,45
U100890,0,0,1189.0,PR100636,Andriod,PR100187,0,0
U100892,9,10,1808.0,PR100145,Windows,PR100145,2,6
U100893,9,10,1325.0,PR100010,Windows,PR100102,6,1
U100894,2,3,2227.0,PR100642,Andriod,PR100608,2,0
U100897,13,6,1205.0,,Windows,PR100397,1,11
U100898,1,3,1327.0,PR100622,Andriod,PR100152,1,0
U100900,6,4,1553.0,PR100341,Windows,PR100083,2,2
U100901,20,8,1946.0,PR100390,Windows,PR100765,11,8
U100902,1,1,2454.0,PR100250,Windows,PR100177,1,0
U100904,0,0,1746.0,,Mac OS X,,0,0
U100906,4,2,1258.0,PR100906,Windows,PR100390,3,0
U100907,2,4,1944.0,PR101534,Windows,PR100522,1,0
U100909,2,7,1214.0,PR100136,Windows,PR100483,2,0
U100911,0,3,1193.0,PR100209,Windows,PR100209,0,0
U100912,0,6,1334.0,PR100123,Windows,PR100649,0,0
U100913,2,1,1375.0,PR100036,Mac OS X,PR100044,0,0
U100914,13,10,1325.0,PR100762,Windows,PR100486,4,7
U100915,15,6,1298.0,PR100166,Windows,PR100390,3,8
U100916,24,18,1339.0,PR100014,Windows,PR100028,12,11
U100917,1,1,1267.0,PR100017,Windows,PR100578,1,0
U100918,1,4,1943.0,PR100017,Windows,PR100012,0,1
U100919,68,14,2424.0,PR100102,Mac OS X,PR100102,14,47
U100920,6,2,2635.0,,Andriod,,3,2
U100921,68,18,1240.0,PR100017,Windows,PR100017,17,43
U100922,4,17,1319.0,PR100044,Windows,PR100301,1,2
U100923,1,3,1266.0,PR100152,Windows,PR100043,1,0
U100925,20,11,1250.0,PR100087,Windows,PR100119,7,11
U100926,71,4,2210.0,PR105674,Windows,,3,63
U100927,0,1,1542.0,PR100341,Windows,PR100469,0,0
U100928,9,6,1181.0,PR100182,Andriod,PR100015,4,2
U100929,537,31,1186.0,PR101042,Windows,PR101042,51,421
U100930,1,2,2219.0,PR100102,Andriod,PR100616,1,0
U100932,2,10,1930.0,PR100051,Windows,PR100085,1,1
U100933,15,7,1443.0,PR100544,Windows,PR100283,6,6
U100934,0,0,1367.0,PR100010,Andriod,PR100352,0,0
U100935,0,1,1459.0,PR100166,Windows,PR100072,0,0
U100936,512,21,1177.0,PR101042,Linux,PR101042,55,403
U100937,26,10,1594.0,PR101525,Andriod,PR100876,7,17
U100938,3,5,1995.0,,Windows,PR101314,3,0
U100939,47,10,2020.0,PR100088,Windows,PR100088,3,37
U100940,12,11,1782.0,PR100166,Windows,PR100166,3,7
U100941,6,13,1337.0,PR100153,Windows,,2,3
U100942,0,0,1999.0,PR100279,Windows,,0,0
U100944,0,4,1494.0,PR100761,Windows,PR100761,0,0
U100945,0,0,2438.0,,Mac OS X,PR100263,0,0
U100946,29,5,1777.0,PR100200,Andriod,PR100200,11,16
U100947,30,9,1266.0,PR100099,Windows,PR100094,7,19
U100949,4,3,1757.0,PR101505,Windows,PR100047,2,2
U100950,93,70,1344.0,PR100390,Windows,PR101025,47,38
U100952,59,13,2206.0,,Windows,PR100050,5,49
U100953,11,11,2532.0,PR100446,Andriod,PR100578,5,4
U100955,2,9,1237.0,PR100363,Windows,PR100166,0,2
U100956,1,1,1333.0,PR100352,Windows,PR101105,0,1
U100957,29,6,1348.0,PR100071,Windows,PR100030,7,21
U100958,0,0,1221.0,PR100187,Windows,PR100017,0,0
U100959,14,3,1181.0,PR100021,Mac OS X,PR100021,3,10
U100962,1,1,1210.0,PR100544,Andriod,PR102018,1,0
U100963,0,0,1208.0,PR100102,Windows,PR100083,0,0
U100964,0,2,3291.0,PR100522,Andriod,PR103859,0,0
U100965,1,5,1972.0,PR100014,Windows,PR101641,0,1
U100966,6,4,1723.0,PR100281,Andriod,PR100166,1,4
U100968,22,9,1758.0,PR100166,Windows,PR100363,8,8
U100969,205,12,1496.0,PR100403,Windows,PR100133,18,149
U100970,11,6,1670.0,PR100833,Windows,,5,5
U100972,24,33,1508.0,PR100953,Mac OS X,,20,0
U100973,9,7,1644.0,PR100080,Windows,PR100171,5,4
U100974,1,0,1905.0,,Windows,,1,0
U100975,1,1,1399.0,PR101446,Andriod,PR100908,1,0
U100976,6,6,2460.0,PR100204,Windows,PR100086,2,0
U100977,42,8,1394.0,PR101792,Windows,,10,26
U100978,2,2,1662.0,PR100910,Windows,PR101689,2,0
U100980,0,0,1199.0,PR100367,Andriod,PR100237,0,0
U100981,32,19,1364.0,PR100659,Andriod,PR100250,12,15
U100982,0,0,1213.0,PR100474,Windows,PR100732,0,0
U100985,2,2,1251.0,PR100316,Andriod,PR100739,2,0
U100986,0,0,2277.0,PR100003,Windows,PR100017,0,0
U100988,0,1,1846.0,PR100274,Windows,PR100734,0,0
U100990,12,9,1265.0,PR100130,Windows,PR100206,6,4
U100991,7,4,2076.0,PR100166,Windows,PR100708,7,0
U100992,5,5,1334.0,PR101707,Andriod,PR100629,3,2
U100994,1,1,1507.0,PR100073,Andriod,,1,0
U100995,15,7,1417.0,PR100390,Windows,PR100166,6,6
U100996,11,10,1233.0,PR100252,Windows,PR100252,3,4
U100997,23,7,1188.0,PR100082,Windows,PR100082,6,13
U100998,11,4,1869.0,PR100123,Windows,PR100099,5,5
U100999,2,1,3013.0,,Andriod,PR100363,0,2
U101000,0,1,2896.0,PR100435,Windows,PR100872,0,0
U101001,69,43,2266.0,PR102072,Windows,PR100642,59,4
U101002,0,0,1183.0,PR100945,Andriod,PR100074,0,0
U101003,94,25,1294.0,PR100055,Windows,PR100373,21,56
U101005,15,7,2648.0,PR100910,Windows,PR100469,1,14
U101007,40,17,1262.0,PR103262,Andriod,PR100102,9,24
U101008,4,2,1287.0,,Windows,PR100043,1,3
U101009,104,26,1408.0,PR100166,Windows,PR100095,35,55
U101010,9,3,1225.0,PR100084,Windows,PR100200,2,6
U101011,15,15,2692.0,PR100017,Windows,PR100503,8,5
U101012,25,4,1400.0,PR100390,Windows,,9,12
U101014,51,23,2018.0,PR100390,Windows,,27,16
U101016,1,1,1313.0,PR100086,Windows,PR100446,1,0
U101017,0,2,1219.0,PR100206,Windows,PR100206,0,0
U101018,0,3,1202.0,PR100564,Windows,PR100200,0,0
U101019,0,4,1436.0,PR101322,Windows,PR100141,0,0
U101020,9,9,1276.0,PR100178,Windows,PR100041,2,4
U101021,4,3,1177.0,PR100279,Windows,PR100166,2,1
U101022,2,5,1429.0,PR102519,Andriod,PR101437,2,0
U101023,6,3,1177.0,PR100324,Windows,PR100200,2,1
U101024,13,7,1514.0,PR101963,Andriod,PR101814,10,3
U101025,0,4,1178.0,PR100855,Windows,PR100509,0,0
U101026,8,28,1175.0,PR100287,Windows,PR100287,4,4
U101027,2,3,1188.0,PR100183,Windows,PR100428,1,1
U101028,0,3,2174.0,PR100390,Windows,PR100166,0,0
U101030,21,9,1782.0,PR100123,Windows,PR100515,7,9
U101031,19,11,2226.0,PR100014,Windows,PR100040,8,7
U101033,3,2,2310.0,PR100044,Windows,,2,0
U101034,0,1,3225.0,PR101042,Windows,PR100607,0,0
U101035,7,4,1189.0,PR100283,Windows,PR100283,4,3
U101036,0,2,1190.0,PR100833,Windows,PR100113,0,0
U101037,15,6,1197.0,PR100133,Windows,,12,1
U101038,1,0,1465.0,,Andriod,PR101049,1,0
U101039,0,7,1227.0,PR100192,Windows,PR100192,0,0
U101040,4,7,1269.0,PR100092,Mac OS X,PR100417,0,3
U101041,10,6,1313.0,PR100784,Windows,PR100784,10,0
U101042,0,2,1176.0,PR100362,Windows,,0,0
U101043,7,15,1834.0,PR100417,Windows,PR100197,1,6
U101044,4,2,1248.0,,Windows,PR100010,1,3
U101045,10,14,1542.0,PR100578,Windows,PR100141,4,4
U101046,0,4,1211.0,PR101726,Andriod,PR100552,0,0
U101047,8,16,3389.0,PR100872,Windows,PR100060,3,3
U101048,0,0,1571.0,PR100739,Mac OS X,PR100901,0,0
U101049,0,5,1234.0,PR100359,Windows,PR100374,0,0
U101050,0,0,1582.0,PR100102,Windows,PR100101,0,0
U101052,151,37,1927.0,PR100390,Windows,PR100504,53,73
U101053,40,16,1182.0,PR100316,Andriod,,13,21
U101054,497,31,1185.0,PR100051,Windows,PR101042,58,366
U101055,1142,24,1314.0,PR101042,Windows,PR101042,66,917
U101058,0,0,1423.0,PR103081,Andriod,PR101761,0,0
U101060,41,8,1222.0,PR100321,Mac OS X,PR100130,5,29
U101061,14,9,1221.0,PR100771,Linux,PR100052,2,10
U101062,3,15,1254.0,PR100123,Windows,PR104007,1,2
U101064,1148,49,2919.0,PR101367,Windows,PR101042,154,852
U101065,0,3,1822.0,PR101701,Windows,PR101053,0,0
U101066,4,5,3389.0,PR100025,Andriod,PR101221,3,1
U101067,1,10,1227.0,,Windows,PR100236,1,0
U101068,21,21,1508.0,PR100287,Windows,,4,14
U101069,0,0,1225.0,PR100153,Windows,PR100086,0,0
U101070,49,14,1357.0,PR101050,Windows,PR100539,7,35
U101071,0,2,1194.0,PR101587,Mac OS X,PR101587,0,0
U101072,3,3,1300.0,PR100269,Andriod,PR101708,1,1
U101073,7,7,3049.0,PR100551,Windows,,4,3
U101074,14,8,1460.0,PR100044,Linux,PR101643,3,9
U101075,0,1,1216.0,PR100325,Windows,PR100185,0,0
U101079,55,10,2744.0,PR100686,Windows,PR100743,3,43
U101080,0,4,1951.0,PR100428,Linux,PR100424,0,0
U101083,1,0,1205.0,PR100980,Windows,,0,1
U101084,0,2,2100.0,PR100771,Windows,PR100200,0,0
U101085,0,1,2175.0,PR100110,Windows,PR100110,0,0
U101086,4,1,1204.0,,Windows,PR100268,3,1
U101087,0,0,1227.0,PR102182,Andriod,PR100103,0,0
U101088,73,28,2666.0,PR100051,Windows,PR101616,23,35
U101089,14,18,1543.0,PR100017,Windows,PR100515,6,7
U101090,0,3,1758.0,PR100017,Windows,PR100017,0,0
U101091,5,2,1737.0,PR100470,Andriod,PR100629,4,1
U101094,0,1,1421.0,PR100172,Windows,PR100104,0,0
U101095,20,13,1616.0,PR100166,Windows,PR100017,7,12
U101096,15,11,2076.0,PR100470,Andriod,PR100071,10,0
U101098,1,3,1329.0,PR100206,Windows,PR100099,0,1
U101099,0,2,1251.0,PR100453,Windows,PR100453,0,0
U101101,0,0,1731.0,PR100390,Windows,PR100166,0,0
U101102,1,2,1420.0,PR100094,Andriod,PR100223,1,0
U101103,7,5,1267.0,PR100378,Windows,PR100166,3,4
U101104,20,21,1421.0,PR100200,Andriod,PR101510,8,8
U101106,0,4,2218.0,PR100403,Windows,PR100833,0,0
U101107,16,5,1486.0,PR100192,Windows,PR100102,1,15
U101108,4,4,1186.0,PR100052,Windows,PR100313,0,2
U101109,18,5,2564.0,,Windows,PR100024,3,14
U101110,0,2,1227.0,PR100206,Windows,PR100206,0,0
U101111,2,2,1455.0,PR100676,Andriod,PR100130,2,0
U101112,44,14,1208.0,PR100123,Windows,PR100246,9,26
U101113,0,0,1736.0,PR100348,Andriod,PR100051,0,0
U101114,7,2,1267.0,PR102165,Windows,PR100103,0,6
U101115,1,2,1780.0,PR100612,Andriod,PR101680,1,0
U101118,5,4,2240.0,PR100263,Windows,PR100017,1,1
U101119,0,0,1704.0,PR100279,Windows,PR100012,0,0
U101120,10,8,2523.0,PR102563,Windows,PR100130,4,5
U101121,2,2,1302.0,PR100250,Mac OS X,,0,2
U101122,9,4,2222.0,,Windows,PR100975,4,4
U101123,265,53,2192.0,PR100390,Windows,PR100692,65,169
U101124,33,12,1470.0,PR101757,Windows,PR100276,5,23
U101125,0,0,1776.0,PR100060,Windows,PR100202,0,0
U101126,23,8,1928.0,PR100404,Windows,PR101316,3,18
